"source_id","source_title","data_period_start","data_period_end","reference_year","geography","scope","domain","metric","value","value_text","unit","status","denominator","facility_level","source_reference","notes","quality_flag"
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility","Staffing","Indicators determined feasible","3","","indicators","actual","3 staffing indicators","","Table 2, p. 8 (lines 499-509)","Original assessment-state label: Feasible.",""
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility","Staffing","Indicators determined not feasible","0","","indicators","actual","3 staffing indicators","","Table 2, p. 8 (lines 499-509)","Original assessment-state label: Not feasible.",""
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility","Respiratory care equipment","Indicators determined feasible","9","","indicators","actual","11 respiratory care equipment indicators","","Table 2, p. 8 (lines 499-509)","Original assessment-state label: Feasible.",""
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility","Respiratory care equipment","Indicators determined not feasible","2","","indicators","actual","11 respiratory care equipment indicators","","Table 2, p. 8 (lines 499-509)","Original assessment-state label: Not feasible.",""
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility","Indicator feasibility","Indicators determined feasible","76","","percent","actual","21 indicators","","Executive summary/Table 2/Conclusion, pp. 2, 8, 16 (lines 113-126, 495-509, 829-832)","Original assessment-state label: Feasible.","Internal inconsistency: domain counts total 17 feasible of 21 (81%), not 76%; report also says six of seven clinical indicators feasible although detailed determinations and Table 2 show five."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility","Indicator feasibility","Indicators determined not feasible","24","","percent","actual","21 indicators","","Executive summary/Table 2, pp. 2, 8 (lines 118-126, 499-509)","Original assessment-state label: Not feasible.","Internal inconsistency: domain counts total 4 not feasible of 21 (19%), not 24%."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility","Clinical","Clinical indicators described as feasible in narrative","6","","indicators","actual","7 clinical indicators","","Clinical results, p. 9 (lines 513-515)","Original assessment-state label: Feasible.","Conflicts with Table 2 and detailed indicator determinations, which show 5 feasible and 2 not feasible."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility","Respiratory care equipment","Equipment indicators described as feasible in narrative","9","","indicators","actual","11 equipment indicators","","Equipment results, p. 12 (lines 647-650)","Original assessment-state label: Feasible.",""
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Staffing","Clinical critical-care staff receiving standardized oxygen therapy training","7","","facility responses","actual","7 surveyed facilities","","Figure 4, p. 11 (lines 596-616)","Original assessment-state label: Feasible.","Figure extraction also displays an unexplained value of 1 for each row, making the chart internally ambiguous."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Staffing","Clinical critical-care staff receiving standardized oxygen therapy training","1","","facility response","context","7 surveyed facilities","","Figure 4, p. 11 (lines 596-616)","Original assessment-state label: Unclear chart category.","Unexplained printed value; including it with 7 feasible responses totals 8 for 7 surveyed facilities."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Staffing","Biomedical engineers/technicians trained to install, maintain and repair RCE","7","","facility responses","actual","7 surveyed facilities","","Figure 4, p. 11 (lines 596-616)","Original assessment-state label: Feasible.","Figure extraction also displays an unexplained value of 1 for each row, making the chart internally ambiguous."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Staffing","Biomedical engineers/technicians trained to install, maintain and repair RCE","1","","facility response","context","7 surveyed facilities","","Figure 4, p. 11 (lines 596-616)","Original assessment-state label: Unclear chart category.","Unexplained printed value; including it with 7 feasible responses totals 8 for 7 surveyed facilities."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Staffing","Oxygenated facilities receiving at least one on-site BME/T providing technical support","7","","facility responses","actual","7 surveyed facilities","","Figure 4, p. 11 (lines 596-616)","Original assessment-state label: Feasible.","Figure extraction also displays an unexplained value of 1 for each row, making the chart internally ambiguous."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Staffing","Oxygenated facilities receiving at least one on-site BME/T providing technical support","1","","facility response","context","7 surveyed facilities","","Figure 4, p. 11 (lines 596-616)","Original assessment-state label: Unclear chart category.","Unexplained printed value; including it with 7 feasible responses totals 8 for 7 surveyed facilities."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Healthcare facilities with documented equipment replacement plan","6","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Not feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Healthcare facilities with documented equipment replacement plan","1","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Did not respond.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Healthcare facilities with planned preventive maintenance schedules for oxygen equipment","5","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Healthcare facilities with planned preventive maintenance schedules for oxygen equipment","2","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Not feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Oxygen cylinders taken for refill","7","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Filled oxygen cylinders","7","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Empty oxygen cylinders","7","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Average cylinders consumed in a week","7","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Oxygen concentrators meeting quality and safety requirements","5","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Oxygen concentrators meeting quality and safety requirements","2","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Not feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Oxygen cylinders meeting quality and safety requirements","5","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Oxygen cylinders meeting quality and safety requirements","2","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Not feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Oxygen consumed within facility during reporting period","7","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Facilities with functional pulse oximeter in key entry points","7","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Respiratory care equipment","Oxygenated facilities with essential oxygen delivery devices","7","","facility responses","actual","7 surveyed facilities","","Figure 5, p. 12 (lines 652-695)","Original assessment-state label: Feasible.","Chart response counts conflict with final indicator-level determination for oxygen consumption, which is Not feasible, and replacement plan chart categorization is inferred from placement."
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator implementation finding","Clinical","Hospitals not screening every patient with pulse oximeter at triage","1","At least one","hospital","context","","","Clinical results, p. 9 (lines 518-524)","","Lower bound only"
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Clinical","Facilities considering 24-hour post-admission SpO2 indicator feasible","","About half","qualitative proportion","context","","","Clinical results, p. 10 (lines 564-575)","","Approximate; no exact count reported"
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Indicator feasibility responses","Clinical","Facilities considering recovery/discharge indicator feasible","6","All but one","facilities","context","7 surveyed facilities","","Clinical results, pp. 10-11 (lines 578-588)","",""
"04","Assessing Capacity and Access for Respiratory Care in Zambia: Oxygen Indicators Feasibility Assessment Report","2025-01-20","2025-01-24","2025","Zambia","Facility characteristic","Staffing","Facilities with stationed biomedical engineer or technician","","Most","qualitative proportion","context","","","Staffing results, p. 11 (lines 627-632)","","No exact count reported"
"UNOPS_2026","Enhancing access to life-saving medical oxygen in Zambia","2026-04-28","2026-04-28","2026","Zambia","Global Fund-financed UNOPS rollout","Production infrastructure","Oxygen production plants commissioned","6","","plants","actual","","","https://www.unops.org/news-and-stories/news/enhancing-access-to-life-saving-medical-oxygen-in-zambia-2","UNOPS calls this the sixth and final plant.","verified_external"
"UNOPS_2026","Enhancing access to life-saving medical oxygen in Zambia","2026-04-28","2026-04-28","2026","Luapula; Central; Muchinga; Northern; Eastern","Global Fund-financed UNOPS rollout","Geographic reach","Provinces with operational plants","5","","provinces","actual","","","https://content.unops.org/documents/libraries/press-releases/2026/en/Press-release-Zambia-Commissioning-of-the-St-Pauls-Mission-Hospital-oxygen-production-plant.pdf","The final press release lists five provinces but omits Lusaka even though National Heart Hospital (Lusaka) is a named programme site commissioned in Nov 2024. The compiled site list supports six provinces; the five-province wording appears to be an omission.","source_conflict_five_vs_six_provinces"
"UNOPS_2026","Enhancing access to life-saving medical oxygen in Zambia","2026-04-28","2026-04-28","2026","Luapula","St. Paul's Mission Hospital-Nchelenge","Production capacity","Minimum oxygen production","6000","","litres per day","capacity","","","https://www.unops.org/news-and-stories/news/enhancing-access-to-life-saving-medical-oxygen-in-zambia-2","Continuous supply claim; output is a design/minimum capacity, not measured utilization.","verified_external"
"UNOPS_2024_2026","Enhancing access to life-saving medical oxygen in Zambia","2024-05-13","2026-04-28","2024","Zambia","Global Fund-financed UNOPS rollout","Production infrastructure","Plants commissioned at project groundbreaking","0","","plants","baseline","6","","https://www.unops.org/zambia","The UNOPS page dates the groundbreaking to 13 May 2024. Zero commissioned at that starting event is inferred from project commencement, not stated as a measured baseline in the completion article.","derived_with_caveat"
"UNOPS_2024_2026","Enhancing access to life-saving medical oxygen in Zambia","2024-05-13","2026-04-28","2026","Zambia","Global Fund-financed UNOPS rollout","Project financing","Global Fund financing","10.4","","USD millions","budget","","","https://www.unops.org/news-and-stories/news/enhancing-access-to-life-saving-medical-oxygen-in-zambia-2","","verified_external"
"UNOPS_KITWE_2024","New medical oxygen production plant in Zambia","2024-05-01","2024-05-31","2024","Copperbelt","Kitwe Teaching Hospital","Production infrastructure","Plant commissioned","1","","plant","actual","","","https://www.unops.org/news-and-stories/news/building-a-new-medical-oxygen-production-plant-in-zambia","UNOPS update dated 16 May 2024 says handed over that month; UNICEF source gives 2 May 2024.","verified_external"
"UNOPS_KITWE_2024","New medical oxygen production plant in Zambia","2024-05-01","2024-05-31","2024","Copperbelt","Kitwe Teaching Hospital","Production capacity","Expected oxygen production","6000","","litres per day","capacity","","","https://www.unops.org/news-and-stories/news/building-a-new-medical-oxygen-production-plant-in-zambia","UNOPS says up to 6,000 L/day; UNICEF describes at least 120 50-L cylinders/day under optimum conditions. These both equal 6,000 L/day but use conflicting upper/lower-bound language.","source_wording_conflict"
"UNOPS_KITWE_2024","New medical oxygen production plant in Zambia","2024-05-01","2024-05-31","2024","Copperbelt","Kitwe Teaching Hospital","Geographic reach","Intended districts served","5","","districts","capacity","","","https://www.unops.org/news-and-stories/news/building-a-new-medical-oxygen-production-plant-in-zambia","","verified_external"
"UNOPS_KITWE_2024","New medical oxygen production plant in Zambia","2024-05-01","2024-05-31","2024","Kitwe District","Kitwe Teaching Hospital","Facility reach","Intended health centres served","42","","health centres","capacity","","","https://www.unops.org/news-and-stories/news/building-a-new-medical-oxygen-production-plant-in-zambia","16 are basic emergency obstetric and newborn care centres.","verified_external"
"UNOPS_KITWE_2024","New medical oxygen production plant in Zambia","2024-05-01","2024-05-31","2024","Copperbelt","Kitwe Teaching Hospital","Population reach","Intended population served","1.8","more than 1.8 million","people millions","capacity","","","https://www.unops.org/news-and-stories/news/building-a-new-medical-oxygen-production-plant-in-zambia","","verified_external"
"UNOPS_KITWE_2024","New medical oxygen production plant in Zambia","2024-05-01","2024-05-31","2024","Copperbelt","Kitwe Teaching Hospital","Project financing","Sweden and UNICEF funding","1.7","","USD millions","budget","","","https://www.unops.org/news-and-stories/news/building-a-new-medical-oxygen-production-plant-in-zambia","UNICEF press release says US$1.6 million; preserve both reported figures.","source_conflict"
"PATH_2025","Where oxygen meets action: Strengthening skills for better respiratory care","2025-12-15","2025-12-15","2025","Zambia","Evelyn Hone College and Northern Technical College","Training systems","Zambian colleges using new oxygen curricula and equipment","2","","colleges","actual","","","https://www.path.org/our-impact/articles/where-oxygen-meets-action-strengthening-skills-for-better-respiratory-care/","PATH reports two colleges received respiratory-care equipment and are using newly developed curricula.","verified_external"
"PATH_2025","Where oxygen meets action: Strengthening skills for better respiratory care","2025-12-15","2025-12-15","2025","Zambia","Medical oxygen management and maintenance curriculum","Training systems","National skills award curriculum introduced","1","","curriculum","actual","","","https://www.path.org/our-impact/articles/where-oxygen-meets-action-strengthening-skills-for-better-respiratory-care/","Supported by PATH with MOH and TEVETA; combines theory and hands-on modules for biomedical engineering students.","verified_external"
"UNICEF_2020_SWEDEN","New Sweden-UNICEF partnership to support essential health services in Zambia during the COVID-19 response","2020-08-06","2020-08-06","2020","Zambia","Sweden-UNICEF-MOH essential health programme","Project financing","Programme value","5.2","US$5.2 million","USD millions","budget","","","https://www.unicef.org/zambia/press-releases/new-sweden-unicef-partnership-support-essential-health-services-zambia-during-covid","Programme covered oxygen and broader essential health services; it is not an oxygen-only budget.","verified_external"
"UNICEF_2020_SWEDEN","New Sweden-UNICEF partnership to support essential health services in Zambia during the COVID-19 response","2020-08-06","2020-08-06","2020","Southern; Eastern; Luapula; Muchinga","Hospitals in four provinces","Equipment procurement","Provinces receiving oxygen concentrators","4","","provinces","target","","","https://www.unicef.org/zambia/press-releases/new-sweden-unicef-partnership-support-essential-health-services-zambia-during-covid","The release announces procurement; it does not give concentrator quantity or confirm delivery.","verified_commitment_not_completion"
"UNICEF_2020_SWEDEN","New Sweden-UNICEF partnership to support essential health services in Zambia during the COVID-19 response","2020-08-06","2020-08-06","2020","Zambia","Hospital oxygen rehabilitation","Production infrastructure","Oxygen plants planned for rehabilitation","3","","plants","target","","","https://www.unicef.org/zambia/press-releases/new-sweden-unicef-partnership-support-essential-health-services-zambia-during-covid","Includes UTH Children's Hospital in Lusaka and two unnamed hospitals; announcement does not confirm completion.","verified_commitment_not_completion"
"UNICEF_2020_GERMANY","Germany supports Zambia's multisectoral COVID-19 response","2020-09-03","2020-09-03","2020","Zambia","Germany-KfW-UNICEF COVID-19 support","Equipment delivery","Oxygen concentrator sets handed over","259","","sets","actual","","","https://www.unicef.org/zambia/press-releases/germany-bolsters-support-government-republic-zambias-multi-sectoral-response-covid","Handover announced for 3 September 2020.","verified_external"
"UNICEF_2020_GERMANY","Germany supports Zambia's multisectoral COVID-19 response","2020-09-03","2020-09-03","2020","Zambia","Germany-KfW-UNICEF COVID-19 support","Equipment procurement","Oxygen cylinder and incubation-unit sets planned","260","","sets","target","","","https://www.unicef.org/zambia/press-releases/germany-bolsters-support-government-republic-zambias-multi-sectoral-response-covid","Procurement commitment, not confirmed delivery in this source.","verified_commitment_not_completion"
"CHAI_2021","Actualizing global agreements: Increasing medical oxygen supply to hospitals in Zambia","2021-09-23","2021-09-23","2021","Lusaka; Copperbelt","COVID-19 oxygen response","COVID-19 demand","COVID-19 admissions requiring oxygen therapy","70","more than 70 percent","percent","estimate","COVID-19 admissions","","https://www.clintonhealthaccess.org/blog/actualizing-global-agreements-increasing-medical-oxygen-supply-to-hospitals-in-zambia/","CHAI describes conditions during Zambia's third wave; not a routine national indicator.","verified_external"
"CHAI_2021","Actualizing global agreements: Increasing medical oxygen supply to hospitals in Zambia","2021-09-23","2021-09-23","2021","Lusaka; Copperbelt","Seven priority hospitals","COVID-19 demand","Peak daily medical oxygen cylinder demand","2000","up to 2,000 cylinders per day","cylinders per day","estimate","","","https://www.clintonhealthaccess.org/blog/actualizing-global-agreements-increasing-medical-oxygen-supply-to-hospitals-in-zambia/","Demand across seven named hospitals during the pandemic response.","verified_external"
"CHAI_2021","Actualizing global agreements: Increasing medical oxygen supply to hospitals in Zambia","2021-09-23","2021-09-23","2021","Lusaka; Copperbelt","Seven priority hospitals","Emergency response","Hospitals with stabilized oxygen supply","7","","hospitals","actual","","","https://www.clintonhealthaccess.org/blog/actualizing-global-agreements-increasing-medical-oxygen-supply-to-hospitals-in-zambia/","CHAI reports supply was stabilized in the seven initial hospitals; no standardized uptime measure is provided.","verified_external_qualitative_outcome"
"CHAI_2021","Actualizing global agreements: Increasing medical oxygen supply to hospitals in Zambia","2021-09-23","2021-09-23","2021","Zambia","Typical existing PSA design","COVID-19 capacity","Typical PSA production capacity","30000","about 30,000 litres per hour","litres per hour","capacity","","","https://www.clintonhealthaccess.org/blog/actualizing-global-agreements-increasing-medical-oxygen-supply-to-hospitals-in-zambia/","General design statement; not a census of plant output.","verified_external"
"CHAI_2021","Actualizing global agreements: Increasing medical oxygen supply to hospitals in Zambia","2021-09-23","2021-09-23","2021","Zambia","High-flow COVID-19 patient","COVID-19 demand","Oxygen requirement per high-flow patient","3600","up to 3,600 litres per patient-hour","litres per patient-hour","estimate","","","https://www.clintonhealthaccess.org/blog/actualizing-global-agreements-increasing-medical-oxygen-supply-to-hospitals-in-zambia/","Equivalent to 60 L/min; pandemic clinical-demand context.","verified_external"
"BMES_UNITAID_2023","Liquid medical oxygen can level the playing field","2023-01-01","2023-01-31","2023","Lusaka","Levy Mwanawasa University Teaching Hospital","LOX infrastructure","Bulk liquid oxygen tank installed","1","","tank","actual","","","https://unitaid.org/news-blog/liquid-medical-oxygen-can-level-the-playing-field/","The BMES gives January 2023 and 23,000 L; Unitaid independently confirms the installed system and alternating operation with PSA.","cross_verified"
"BMES_UNITAID_2023","Liquid medical oxygen can level the playing field","2023-01-01","2023-12-31","2023","Lusaka","Levy Mwanawasa University Teaching Hospital","LOX infrastructure","Bulk liquid oxygen tank capacity","23000","","litres","capacity","","","Medical Oxygen Ecosystem Gap Assessment for Zambia Table 9","Capacity comes from the BMES; Unitaid confirms operation but does not state capacity on its page.","verified_pdf"
"PARLIAMENT_2026","National Assembly debate","2026-02-24","2026-02-24","2026","Lusaka","Levy Mwanawasa University Teaching Hospital and UTH","Operational access","Hospitals named in parliamentary oxygen-shortage report","2","","hospitals","context","","","https://www.parliament.gov.zm/node/12884","An MP reported shortages affecting scheduled operations at two named hospitals. The government described some shortages as temporary or related to supplies in transit. This is a contested operational warning, not a verified national shortage count.","contested_current_signal"
"PARLIAMENT_2026","National Assembly debate","2026-02-24","2026-02-24","2026","Zambia","Hospital oxygen plants","Measurement transparency","Quantified hospital oxygen-plant status response","","Not provided","","context","","","https://www.parliament.gov.zm/node/12884","The responding minister said he could not provide the requested plant-status answer off the cuff. This documents a public information gap, not plant failure.","verified_absence_of_quantified_response"
"UNOPS_NHH_2024","Commissioning of New Oxygen Production Plant at Kabwe Central Hospital","2024-11-01","2024-11-30","2024","Lusaka","National Heart Hospital","Production infrastructure","First Global Fund-UNOPS plant commissioned","1","1 of 6","plants","actual","6","","https://content.unops.org/documents/libraries/press-releases/2025/en/Press-release-Zambia-Commissioning-of-New-Oxygen-Production-Plant-at-Kabwe-Central-Hospital.pdf","The Kabwe release lists National Heart Hospital Lusaka (November 2024) as the first inauguration in the six-plant Global Fund programme. Exact November date not given.","verified_external"
"UNOPS_KASAMA_2025","UNOPS Government and Global Fund Partner to Launch Medical Oxygen Production Plant at Kasama General Hospital","2025-05-06","2025-05-06","2025","Northern","Kasama General Hospital","Production infrastructure","Second Global Fund-UNOPS plant commissioned","2","2 of 6","plants","actual","6","","https://zambia.un.org/en/293916-unops-government-and-global-fund-partner-launch-medical-oxygen-production-plant-kasama","Commissioned 6 May 2025. The release calls it the third plant completed overall because it also counts the separately financed Kitwe plant.","verified_external"
"UNOPS_KABWE_2025","Commissioning of New Oxygen Production Plant at Kabwe Central Hospital","2025-06-16","2025-06-16","2025","Central","Kabwe Central Hospital","Production infrastructure","Global Fund-UNOPS plants commissioned","3","3 of 6","plants","actual","6","","https://content.unops.org/documents/libraries/press-releases/2025/en/Press-release-Zambia-Commissioning-of-New-Oxygen-Production-Plant-at-Kabwe-Central-Hospital.pdf","The release states the ceremony marked completion of three of six Global Fund facilities: National Heart Hospital (Nov 2024), Kasama (May 2025), Kabwe (Jun 2025).","verified_external"
"UNOPS_KABWE_2025","Commissioning of New Oxygen Production Plant at Kabwe Central Hospital","2025-06-16","2025-06-16","2025","Muchinga; Eastern","Chinsali General Hospital and Kalindawalo General Hospital","Production infrastructure","Plants completed awaiting commissioning","2","","plants","actual","","","https://content.unops.org/documents/libraries/press-releases/2025/en/Press-release-Zambia-Commissioning-of-New-Oxygen-Production-Plant-at-Kabwe-Central-Hospital.pdf","As of 16 June 2025 both plants were completed but not yet commissioned; St Paul's was nearing completion.","verified_external"
"UNOPS_SITES","Global Fund-UNOPS six-plant programme site list","2024-05-13","2026-04-28","2026","Lusaka; Northern; Central; Muchinga; Eastern; Luapula","Six named plant sites","Geographic reach","Named programme sites","6","National Heart Hospital (Lusaka); Kasama General (Northern); Kabwe Central (Central); Chinsali General (Muchinga); Kalindawalo General (Eastern); St Paul's Mission-Nchelenge (Luapula)","plants","actual","","","Compiled from UNOPS and UN Zambia releases 2024-2026","The named sites span six provinces including Lusaka. The final St Paul's release says five provinces and omits Lusaka; this conflict is retained rather than resolved.","source_conflict_five_vs_six_provinces"
"UNOPS_SITES","Global Fund-UNOPS six-plant programme site list","2024-05-13","2026-04-28","2026","Muchinga; Eastern","Chinsali General Hospital and Kalindawalo General Hospital","Production infrastructure","Programme sites that already had a PSA plant in the 2020 survey","2","","plants","context","","","2020 BMES Table 17; UNOPS releases","Chinsali and Kalindawalo both had functional 30 m3/h PSA plants in the June-August 2020 survey. New programme plants at these sites may be replacements or upgrades rather than net additions; no source clarifies.","net_addition_vs_replacement_unconfirmed"
"UNOPS_SITES","Global Fund-UNOPS six-plant programme site list","2024-05-13","2026-04-28","2026","Muchinga; Eastern; Lusaka","Chinsali; Kalindawalo; National Heart Hospital","Production infrastructure","Programme sites already in the 2022 strategy public PSA inventory","3","","plants","context","","","NMOSP 2022 public plant inventory; UNOPS releases","The 2022 strategy lists Chinsali, Kalindawalo, and National Heart Hospital among its 10 existing public PSA plants. Three of six programme sites therefore already had installed plants at the plan baseline; only Kasama, Kabwe, and St Paul's are clearly new sites. Net-new capacity is unconfirmed without MOH clarification.","net_addition_vs_replacement_unconfirmed"
